lat,lon,dist_to_education_m
59.874462271607854,30.16376458821029,8452.54884523127
59.87558940529586,30.16376458821029,8573.687909339553
59.87333509970706,30.16601037642059,8110.0749706220895
59.874462271607854,30.16601037642059,8239.076601523593
59.87558940529586,30.16601037642059,8373.55661964713
59.87671650077193,30.16601037642059,8220.137648980435
59.87784355803691,30.16601037642059,8046.081158364967
59.87333509970706,30.16825616463089,7895.259165718626
59.874462271607854,30.16825616463089,8027.71352942584
59.87558940529586,30.16825616463089,8165.675215632162
59.87671650077193,30.16825616463089,8044.52873267327
59.87784355803691,30.16825616463089,7866.587669988555
59.87897057709167,30.16825616463089,7692.656277803273
59.88009755793709,30.16825616463089,7523.012670947474
59.881224500574,30.16825616463089,7357.953430543469
59.886858640661146,30.16825616463089,6613.113780973164
59.87220788959261,30.170501952841192,7552.3407856077565
59.87333509970706,30.170501952841192,7682.572392019295
59.874462271607854,30.170501952841192,7818.630684159456
59.87558940529586,30.170501952841192,7960.216893523848
59.87671650077193,30.170501952841192,7872.942403791991
59.87784355803691,30.170501952841192,7691.0325140540235
59.87897057709167,30.170501952841192,7513.038012085811
59.88009755793709,30.170501952841192,7339.243776429317
59.881224500574,30.170501952841192,7169.955247326626
59.88235140500327,30.170501952841192,7005.49907483234
59.88573188905384,30.170501952841192,6544.71499791299
59.886858640661146,30.170501952841192,6403.284582362195
59.88798535406511,30.170501952841192,6268.637210871876
59.87108064126365,30.17274774105149,7210.449735629865
59.87220788959261,30.17274774105149,7338.232253527241
59.87333509970706,30.17274774105149,7472.196452407429
59.874462271607854,30.17274774105149,7612.015964252365
59.87558940529586,30.17274774105149,7757.37418568265
59.87671650077193,30.17274774105149,7705.647387211942
59.87784355803691,30.17274774105149,7519.691529235516
59.87897057709167,30.17274774105149,7337.541804560062
59.88009755793709,30.17274774105149,7159.488722840248
59.881224500574,30.17274774105149,6985.845533025106
59.88235140500327,30.17274774105149,6816.949233351895
59.88347827122576,30.17274774105149,6653.16134547383
59.88460509924233,30.17274774105149,6494.868353378481
59.88573188905384,30.17274774105149,6342.481688308406
59.886858640661146,30.17274774105149,6196.437121873956
59.88798535406511,30.17274774105149,6057.193413136793
59.87108064126365,30.17499352926179,6994.81140952334
59.87220788959261,30.17499352926179,7126.461525291537
59.87333509970706,30.17499352926179,7264.332115764207
59.874462271607854,30.17499352926179,7408.075884113632
59.87558940529586,30.17499352926179,7557.35770765475
59.87671650077193,30.17499352926179,7542.929220048829
59.87784355803691,30.17499352926179,7352.859325288128
59.87897057709167,30.17499352926179,7166.470490854388
59.88009755793709,30.17499352926179,6984.057440707149
59.881224500574,30.17499352926179,6805.939859703952
59.88235140500327,30.17499352926179,6632.46382671758
59.88347827122576,30.17499352926179,6464.003051633512
59.88460509924233,30.17499352926179,6300.959807072055
59.88573188905384,30.17499352926179,6143.765419443328
59.886858640661146,30.17499352926179,5992.88015631531
59.86995335471932,30.17723931747209,6652.452232289105
59.87108064126365,30.17723931747209,6781.532859136715
59.87220788959261,30.17723931747209,6917.243319141931
59.87333509970706,30.17723931747209,7059.201254595053
59.874462271607854,30.17723931747209,7207.037502992409
59.87558940529586,30.17723931747209,7360.397868743357
59.87671650077193,30.17723931747209,7384.763274596403
59.87784355803691,30.17723931747209,7190.849728654939
59.87897057709167,30.17723931747209,7000.148488347012
59.88009755793709,30.17723931747209,6813.283929040174
59.881224500574,30.17723931747209,6630.5804373770525
59.88235140500327,30.17723931747209,6452.391492720929
59.88347827122576,30.17723931747209,6279.101449582381
59.88460509924233,30.17723931747209,6111.1270689585335
59.88573188905384,30.17723931747209,5948.91864894519
59.886858640661146,30.17723931747209,5792.960566979377
59.86882602995875,30.17948510568239,6311.327495145432
59.86995335471932,30.17948510568239,6437.5400556145205
59.87108064126365,30.17948510568239,6570.843871551362
59.87220788959261,30.17948510568239,6710.81637365878
59.87333509970706,30.17948510568239,6857.049191717198
59.874462271607854,30.17948510568239,7009.150507321994
59.87558940529586,30.17948510568239,7166.746685278813
59.87671650077193,30.17948510568239,7228.887165951647
59.87784355803691,30.17948510568239,7033.023339075308
59.87897057709167,30.17948510568239,6838.922314336314
59.88009755793709,30.17948510568239,6647.5271688303255
59.881224500574,30.17948510568239,6460.137498470715
59.88235140500327,30.17948510568239,6277.112038028127
59.88347827122576,30.17948510568239,6098.843708176803
59.88460509924233,30.17948510568239,5925.761859506162
59.88573188905384,30.17948510568239,5758.33419092606
59.886858640661146,30.17948510568239,5597.0681336926955
59.86769866698108,30.181730893892688,5971.648750476632
59.86882602995875,30.181730893892688,6094.64158222055
59.86995335471932,30.181730893892688,6225.248849033627
59.87108064126365,30.181730893892688,6363.001685451387
59.87220788959261,30.181730893892688,6507.446324459379
59.87333509970706,30.181730893892688,6658.147255985149
59.874462271607854,30.181730893892688,6814.689435260074
59.87558940529586,30.181730893892688,6957.151321688662
59.87671650077193,30.181730893892688,7078.4101812690305
59.87784355803691,30.181730893892688,6878.26274027175
59.87897057709167,30.181730893892688,6681.474833757005
59.88009755793709,30.181730893892688,6487.171727567996
59.881224500574,30.181730893892688,6295.010409980883
59.88235140500327,30.181730893892688,6107.0381610546565
59.88347827122576,30.181730893892688,5923.653782876579
59.88460509924233,30.181730893892688,5745.296613596041
59.88573188905384,30.181730893892688,5572.449391157204
59.886858640661146,30.181730893892688,5405.640688745271
59.86769866698108,30.183976682102987,5753.033118609888
59.86882602995875,30.183976682102987,5880.60007826454
59.86995335471932,30.183976682102987,6015.856090129451
59.87108064126365,30.183976682102987,6158.294545879589
59.87220788959261,30.183976682102987,6307.428868443384
59.87333509970706,30.183976682102987,6462.795536541109
59.874462271607854,30.183976682102987,6611.415337012358
59.87558940529586,30.183976682102987,6749.440475761659
59.87671650077193,30.183976682102987,6893.771153238068
59.87784355803691,30.183976682102987,6729.23319260399
59.87897057709167,30.183976682102987,6527.954272998612
59.88009755793709,30.183976682102987,6330.149652281406
59.881224500574,30.183976682102987,6135.628380564447
59.88235140500327,30.183976682102987,5942.616819482647
59.88347827122576,30.183976682102987,5753.994586546654
59.88460509924233,30.183976682102987,5570.207603026871
59.88573188905384,30.183976682102987,5391.750344705188
59.886858640661146,30.183976682102987,5219.16955256664
59.82370169236548,30.186222470313286,1489.9903733434105
59.82483054647953,30.186222470313286,1308.777579943254
59.86769866698108,30.186222470313286,5537.074257094203
59.86882602995875,30.186222470313286,5669.502495390403
59.86995335471932,30.186222470313286,5809.675185576273
59.87108064126365,30.186222470313286,5957.0456585931415
59.87220788959261,30.186222470313286,6111.09320786601
59.87333509970706,30.186222470313286,6266.551763457329
59.874462271607854,30.186222470313286,6402.249993670795
59.87558940529586,30.186222470313286,6544.68784273362
59.87671650077193,30.186222470313286,6693.435062521544
59.87784355803691,30.186222470313286,6586.323739133685
59.87897057709167,30.186222470313286,6380.538223895653
59.88009755793709,30.186222470313286,6178.0155111905515
59.881224500574,30.186222470313286,5979.087161635011
59.88235140500327,30.186222470313286,5784.124040539429
59.88347827122576,30.186222470313286,5590.3696894416935
59.88460509924233,30.186222470313286,5401.017709972683
59.88573188905384,30.186222470313286,5216.775952851409
59.886858640661146,30.186222470313286,5038.205075327807
59.88798535406511,30.186222470313286,4865.929450769814
59.82370169236548,30.188468258523578,1342.5634161492167
59.82483054647953,30.188468258523578,1138.1142154846937
59.82595936234302,30.188468258523578,955.5790959383866
59.82708813995678,30.188468258523578,809.9128654988195
59.86769866698108,30.188468258523578,5324.09547184575
59.86882602995875,30.188468258523578,5461.69019718174
