id,name,address_name,lon,lat,rubrics
5348552838743662,"Метропир, производственная компания","улица Трефолева, 2 лит В",30.281712,59.887229,"Контрольно-измерительные приборы,Медицинское оборудование"
5348552838623442,"Метрохим, химчистка-прачечная","Стачек проспект, 100 лит К",30.277087,59.858888,"Химчистки одежды и текстиля,Прачечные,Спецодежда"
5348552838575008,"Metro-Петербург, газета","Автовская улица, 2",30.26369,59.866029,Газеты
5348552838686563,"МРЭО ГАИ №5 по Кировскому району, регистрационно-экзаменационный отдел","Трамвайный проспект, 18а",30.270547,59.855492,ГАИ
