lat,lon,dist_to_healthcare_m
59.874462271607854,30.16376458821029,8793.155978379726
59.87558940529586,30.16376458821029,8954.330662813527
59.87333509970706,30.16601037642059,8441.283983737341
59.874462271607854,30.16601037642059,8601.785910669249
59.87558940529586,30.16601037642059,8762.13340139468
59.87671650077193,30.16601037642059,8874.512592619076
59.87784355803691,30.16601037642059,8992.43936700564
59.87333509970706,30.16825616463089,8249.327493012594
59.874462271607854,30.16825616463089,8413.49211955778
59.87558940529586,30.16825616463089,8538.108538181741
59.87671650077193,30.16825616463089,8653.397565262454
59.87784355803691,30.16825616463089,8774.296634785514
59.87897057709167,30.16825616463089,8900.577141282842
59.88009755793709,30.16825616463089,9032.013366943433
59.881224500574,30.16825616463089,9168.383580182664
59.886858640661146,30.16825616463089,9916.86530799699
59.87220788959261,30.170501952841192,7896.966969726977
59.87333509970706,30.170501952841192,8060.554129825463
59.874462271607854,30.170501952841192,8203.14702190503
59.87558940529586,30.170501952841192,8315.564507338488
59.87671650077193,30.170501952841192,8433.896198580216
59.87784355803691,30.170501952841192,8557.896768549153
59.87897057709167,30.170501952841192,8687.323472385626
59.88009755793709,30.170501952841192,8821.937492783572
59.881224500574,30.170501952841192,8961.505071097083
59.88235140500327,30.170501952841192,9105.798435723083
59.88573188905384,30.170501952841192,9564.859705723426
59.886858640661146,30.170501952841192,9725.920686644007
59.88798535406511,30.170501952841192,9890.678703486838
59.87108064126365,30.17274774105149,7544.718056690013
59.87220788959261,30.17274774105149,7707.672548430672
59.87333509970706,30.17274774105149,7869.812241483704
59.874462271607854,30.17274774105149,7979.0937285461805
59.87558940529586,30.17274774105149,8094.623446562738
59.87671650077193,30.17274774105149,8216.137824693635
59.87784355803691,30.17274774105149,8343.37538212681
59.87897057709167,30.17274774105149,8476.078384476981
59.88009755793709,30.17274774105149,8613.994241495413
59.881224500574,30.17274774105149,8756.876658103296
59.88235140500327,30.17274774105149,8904.486555548981
59.88347827122576,30.17274774105149,9056.592782645734
59.88460509924233,30.17274774105149,9212.972638806057
59.88573188905384,30.17274774105149,9373.4122312052
59.886858640661146,30.17274774105149,9537.70668813135
59.88798535406511,30.17274774105149,9705.66024964524
59.87108064126365,30.17499352926179,7354.855494693095
59.87220788959261,30.17499352926179,7521.924282170397
59.87333509970706,30.17499352926179,7644.165120020786
59.874462271607854,30.17499352926179,7756.626353954444
59.87558940529586,30.17499352926179,7875.420268631944
59.87671650077193,30.17499352926179,8000.264771887058
59.87784355803691,30.17499352926179,8130.88115969083
59.87897057709167,30.17499352926179,8266.995853738741
59.88009755793709,30.17499352926179,8408.341837630755
59.881224500574,30.17499352926179,8554.659810370602
59.88235140500327,30.17499352926179,8705.699080710761
59.88347827122576,30.17499352926179,8861.218228697815
59.88460509924233,30.17499352926179,9020.985561972962
59.88573188905384,30.17499352926179,9184.779394304627
59.886858640661146,30.17499352926179,9352.3881728017
59.86995335471932,30.17723931747209,7002.112722728952
59.87108064126365,30.17723931747209,7168.68384996089
59.87220788959261,30.17723931747209,7310.990632968955
59.87333509970706,30.17723931747209,7420.07924809958
59.874462271607854,30.17723931747209,7535.885353480124
59.87558940529586,30.17723931747209,7658.104208844019
59.87671650077193,30.17723931747209,7786.433849088599
59.87784355803691,30.17723931747209,7920.577257937134
59.87897057709167,30.17723931747209,8060.244171963351
59.88009755793709,30.17723931747209,8205.152535107887
59.881224500574,30.17723931747209,8355.029631132711
59.88235140500327,30.17723931747209,8509.612925969303
59.88347827122576,30.17723931747209,8668.650654083487
59.88460509924233,30.17723931747209,8831.902183293261
59.88573188905384,30.17723931747209,8999.138191403581
59.886858640661146,30.17723931747209,9170.14068598169
59.86882602995875,30.17948510568239,6649.4560541286455
59.86995335471932,30.17948510568239,6815.4758729435425
59.87108064126365,30.17948510568239,6979.821465379842
59.87220788959261,30.17948510568239,7085.188755516358
59.87333509970706,30.17948510568239,7197.700446254599
59.874462271607854,30.17948510568239,7317.026973213361
59.87558940529586,30.17948510568239,7442.8405692618535
59.87671650077193,30.17948510568239,7574.818001257082
59.87784355803691,30.17948510568239,7712.642852154284
59.87897057709167,30.17948510568239,7856.00736873412
59.88009755793709,30.17948510568239,8004.61390638693
59.881224500574,30.17948510568239,8158.176009564959
59.88235140500327,30.17948510568239,8316.419170277522
59.88347827122576,30.17948510568239,8479.081308047334
59.88460509924233,30.17948510568239,8645.913013742153
59.88573188905384,30.17948510568239,8816.677597253636
59.886858640661146,30.17948510568239,8991.15097563334
59.86769866698108,30.181730893892688,6296.899955515693
59.86882602995875,30.181730893892688,6462.305672796745
59.86995335471932,30.181730893892688,6633.0113951016565
59.87108064126365,30.181730893892688,6752.201370998412
59.87220788959261,30.181730893892688,6861.065177305275
59.87333509970706,30.181730893892688,6977.191940884907
59.874462271607854,30.181730893892688,7100.225305767945
59.87558940529586,30.181730893892688,7229.812681210056
59.87671650077193,30.181730893892688,7365.608149915659
59.87784355803691,30.181730893892688,7507.274833840986
59.87897057709167,30.181730893892688,7654.486752457046
59.88009755793709,30.181730893892688,7806.930219763633
59.881224500574,30.181730893892688,7964.304832750745
59.88235140500327,30.181730893892688,8126.324106365381
59.88347827122576,30.181730893892688,8292.715809336127
59.88460509924233,30.181730893892688,8463.222052335124
59.88573188905384,30.181730893892688,8637.599175688218
59.886858640661146,30.181730893892688,8815.617478802493
59.86769866698108,30.183976682102987,6109.179801139137
59.86882602995875,30.183976682102987,6279.532100525793
59.86995335471932,30.183976682102987,6421.413162827185
59.87108064126365,30.183976682102987,6526.219351236095
59.87220788959261,30.183976682102987,6638.789877166372
59.87333509970706,30.183976682102987,6758.73679365345
59.874462271607854,30.183976682102987,6885.674626251457
59.87558940529586,30.183976682102987,7019.22410750087
59.87671650077193,30.183976682102987,7159.01523144347
59.87784355803691,30.183976682102987,7304.6896646440655
59.87897057709167,30.183976682102987,7455.902568400156
59.88009755793709,30.183976682102987,7612.323897614597
59.881224500574,30.183976682102987,7773.639246512054
59.88235140500327,30.183976682102987,7939.550311423862
59.88347827122576,30.183976682102987,8109.775037591916
59.88460509924233,30.183976682102987,8284.04751151677
59.88573188905384,30.183976682102987,8462.117653742793
59.886858640661146,30.183976682102987,8643.750759855564
59.82370169236548,30.186222470313286,2573.261388455072
59.82483054647953,30.186222470313286,2442.2649126259057
59.86769866698108,30.186222470313286,5926.061646280717
59.86882602995875,30.186222470313286,6093.182309840043
59.86995335471932,30.186222470313286,6193.453210743251
59.87108064126365,30.186222470313286,6302.05162517605
59.87220788959261,30.186222470313286,6418.554876224268
59.87333509970706,30.186222470313286,6542.540692408458
59.874462271607854,30.186222470313286,6673.592040613419
59.87558940529586,30.186222470313286,6811.301104580314
59.87671650077193,30.186222470313286,6955.272442541358
59.87784355803691,30.186222470313286,7105.125386838255
59.87897057709167,30.186222470313286,7260.495766503255
59.88009755793709,30.186222470313286,7421.037042632917
59.881224500574,30.186222470313286,7586.42094803921
59.88235140500327,30.186222470313286,7756.3377191536965
59.88347827122576,30.186222470313286,7930.496001277889
59.88460509924233,30.186222470313286,8108.622499475655
59.88573188905384,30.186222470313286,8290.461437804355
59.886858640661146,30.186222470313286,8475.773879973396
59.88798535406511,30.186222470313286,8664.336955425815
59.82370169236548,30.188468258523578,2370.1343822766803
59.82483054647953,30.188468258523578,2227.2226471953713
59.82595936234302,30.188468258523578,2104.4012094441155
59.82708813995678,30.188468258523578,2005.364849706844
59.86769866698108,30.188468258523578,5747.985336480269
59.86882602995875,30.188468258523578,5863.12086920296
59.86995335471932,30.188468258523578,5967.2588631298295
59.87108064126365,30.188468258523578,6079.898876816927
59.87220788959261,30.188468258523578,6200.577583180292
59.87333509970706,30.188468258523578,6328.835151728648
59.874462271607854,30.188468258523578,6464.220478176345
59.87558940529586,30.188468258523578,6606.295361486091
59.87671650077193,30.188468258523578,6754.637696865085
59.87784355803691,30.188468258523578,6908.843783776638
59.87897057709167,30.188468258523578,7068.529864218394
59.88009755793709,30.188468258523578,7233.333011417734
59.881224500574,30.188468258523578,7402.911485813117
59.88235140500327,30.188468258523578,7576.944666519745
59.88347827122576,30.188468258523578,7755.132654714568
59.88460509924233,30.188468258523578,7937.1956322707865
59.88573188905384,30.188468258523578,8122.87304576753
59.886858640661146,30.188468258523578,8311.922673507912
59.88798535406511,30.188468258523578,8504.119621871105
59.82370169236548,30.190714046733877,2176.7865781436626
59.82483054647953,30.190714046733877,2020.243435063283
59.82595936234302,30.190714046733877,1883.9764507674163
59.82708813995678,30.190714046733877,1772.6677627734105
59.82821687932168,30.190714046733877,1691.2524138359672
59.829345580438584,30.190714046733877,1644.1771368790783
59.86769866698108,30.190714046733877,5535.65804399989
59.86882602995875,30.190714046733877,5634.758379275806
59.86995335471932,30.190714046733877,5743.038743168736
59.87108064126365,30.190714046733877,5859.990274587097
59.87220788959261,30.190714046733877,5985.104680034727
59.87333509970706,30.190714046733877,6117.881172733892
59.874462271607854,30.190714046733877,6257.832057223176
59.87558940529586,30.190714046733877,6404.487026228429
59.87671650077193,30.190714046733877,6557.396288302736
59.87784355803691,30.190714046733877,6716.132673984688
59.87897057709167,30.190714046733877,6880.292879469809
59.88009755793709,30.190714046733877,7049.498004822838
59.881224500574,30.190714046733877,7223.393533009219
59.88235140500327,30.190714046733877,7401.648880177823
59.88347827122576,30.190714046733877,7583.956629501244
59.88460509924233,30.190714046733877,7770.031542463266
59.88573188905384,30.190714046733877,7959.609424060474
59.886858640661146,30.190714046733877,8152.445902691446
59.88798535406511,30.190714046733877,8348.31517187922
59.82370169236548,30.192959834944176,1996.0617784835044
59.82483054647953,30.192959834944176,1824.0741085966404
59.82595936234302,30.192959834944176,1671.8941604606812
59.82708813995678,30.192959834944176,1545.3846815315671
59.82821687932168,30.192959834944176,1451.2744551056912
59.829345580438584,30.192959834944176,1396.1308227283782
59.830474243308345,30.192959834944176,1384.617277193274
59.83160286793183,30.192959834944176,1417.797141495219
59.86882602995875,30.192959834944176,5408.310055715606
59.86995335471932,30.192959834944176,5521.033388005616
59.87108064126365,30.192959834944176,5642.588207922939
59.87220788959261,30.192959834944176,5772.416625375305
59.87333509970706,30.192959834944176,5909.973410230155
59.874462271607854,30.192959834944176,6054.731845618407
59.87558940529586,30.192959834944176,6206.188019635234
59.87671650077193,30.192959834944176,6363.863743653074
59.87784355803691,30.192959834944176,6527.308308981609
59.87897057709167,30.192959834944176,6696.0992953523755
59.88009755793709,30.192959834944176,6869.842631817472
59.881224500574,30.192959834944176,7048.1720891770965
59.88235140500327,30.192959834944176,7230.748357630298
59.88347827122576,30.192959834944176,7417.257837239547
59.88460509924233,30.192959834944176,7607.411244096754
59.88573188905384,30.192959834944176,7800.942112945586
59.886858640661146,30.192959834944176,7997.605257966047
59.88798535406511,30.192959834944176,8197.175237541553
59.88911202926659,30.192959834944176,8399.44485592248
59.82370169236548,30.19520562315448,1831.7001502044666
59.82483054647953,30.19520562315448,1642.592210619837
59.82595936234302,30.19520562315448,1471.7652328135969
59.82708813995678,30.19520562315448,1326.3018625670245
59.82821687932168,30.19520562315448,1215.3437212487074
59.829345580438584,30.19520562315448,1148.931717252402
59.830474243308345,30.19520562315448,1134.9131336972232
59.83160286793183,30.19520562315448,1175.164478346903
59.83273145430987,30.19520562315448,1264.5138517621094
59.86882602995875,30.19520562315448,5184.026748068549
59.86995335471932,30.19520562315448,5301.5210399854495
59.87108064126365,30.19520562315448,5427.993860546144
59.87220788959261,30.19520562315448,5562.832854117123
59.87333509970706,30.19520562315448,5705.444888487056
59.874462271607854,30.19520562315448,5855.2620255870115
59.87558940529586,30.19520562315448,6011.745620117299
59.87671650077193,30.19520562315448,6174.388829165018
59.87784355803691,30.19520562315448,6342.717826487001
59.87897057709167,30.19520562315448,6516.292000758884
59.88009755793709,30.19520562315448,6694.70338789348
59.881224500574,30.19520562315448,6877.57555135461
59.88235140500327,30.19520562315448,7064.562086733253
59.88347827122576,30.19520562315448,7255.344891183818
59.88460509924233,30.19520562315448,7449.6323065467695
59.88573188905384,30.19520562315448,7647.1572179119985
59.886858640661146,30.19520562315448,7847.675167091322
59.88798535406511,30.19520562315448,8050.962522636659
59.88911202926659,30.19520562315448,8244.546036549715
59.89023866626645,30.19520562315448,8387.590894172365
59.89136526506555,30.19520562315448,8535.562234980114
59.892491825664735,30.19520562315448,8568.381961667652
59.82370169236548,30.197451411364778,1688.486972705268
59.82483054647953,30.197451411364778,1481.2062608311167
59.82595936234302,30.197451411364778,1289.1686147495197
59.82708813995678,30.197451411364778,1120.2407988397374
59.82821687932168,30.197451411364778,986.3686823470172
59.829345580438584,30.197451411364778,903.2756542965654
