lat,lon,dist_to_food_m
59.874462271607854,30.16376458821029,7625.359506888795
59.87558940529586,30.16376458821029,7530.916940532639
59.87333509970706,30.16601037642059,7348.186646660684
59.874462271607854,30.16601037642059,7377.5453086951575
59.87558940529586,30.16601037642059,7349.396235501468
59.87671650077193,30.16601037642059,7177.6412026408525
59.87784355803691,30.16601037642059,7010.594942035384
59.87333509970706,30.16825616463089,7099.500980119165
59.874462271607854,30.16825616463089,7129.8837265694965
59.87558940529586,30.16825616463089,7168.861118900831
59.87671650077193,30.16825616463089,6995.887956153193
59.87784355803691,30.16825616463089,6824.394222382948
59.87897057709167,30.16825616463089,6657.872386125934
59.88009755793709,30.16825616463089,6496.70477375898
59.881224500574,30.16825616463089,6341.299640044396
59.886858640661146,30.16825616463089,5666.711759217118
59.87220788959261,30.170501952841192,6828.44444596103
59.87333509970706,30.170501952841192,6850.910986085251
59.874462271607854,30.170501952841192,6882.391236114896
59.87558940529586,30.170501952841192,6922.762231554588
59.87671650077193,30.170501952841192,6818.457549640605
59.87784355803691,30.170501952841192,6642.384478761783
59.87897057709167,30.170501952841192,6471.180709201368
59.88009755793709,30.170501952841192,6305.242896081354
59.881224500574,30.170501952841192,6144.997655494171
59.88235140500327,30.170501952841192,5990.901801354562
59.88573188905384,30.170501952841192,5570.514250570297
59.886858640661146,30.170501952841192,5446.148843288368
59.88798535406511,30.170501952841192,5330.613982525438
59.87108064126365,30.17274774105149,6565.241270238216
59.87220788959261,30.17274774105149,6579.112457172825
59.87333509970706,30.17274774105149,6602.4274711513635
59.874462271607854,30.17274774105149,6635.08675900336
59.87558940529586,30.17274774105149,6676.953203908895
59.87671650077193,30.17274774105149,6645.696232709755
59.87784355803691,30.17274774105149,6464.919692068657
59.87897057709167,30.17274774105149,6288.886613093098
59.88009755793709,30.17274774105149,6118.006459606434
59.881224500574,30.17274774105149,5952.723011129489
59.88235140500327,30.17274774105149,5793.515293384061
59.88347827122576,30.17274774105149,5640.897770933229
59.88460509924233,30.17274774105149,5495.419535355236
59.88573188905384,30.17274774105149,5357.662183920187
59.886858640661146,30.17274774105149,5228.236058600731
59.88798535406511,30.17274774105149,5107.774514590222
59.87108064126365,30.17499352926179,6315.414484338277
59.87220788959261,30.17499352926179,6329.8331649955235
59.87333509970706,30.17499352926179,6354.062927321761
59.874462271607854,30.17499352926179,6387.992131495805
59.87558940529586,30.17499352926179,6431.4672711396
59.87671650077193,30.17499352926179,6477.9775762697955
59.87784355803691,30.17499352926179,6292.384419764798
59.87897057709167,30.17499352926179,6111.38363167812
59.88009755793709,30.17499352926179,5935.395361809331
59.881224500574,30.17499352926179,5764.87868982793
59.88235140500327,30.17499352926179,5600.33342899123
59.88347827122576,30.17499352926179,5442.301234158317
59.88460509924233,30.17499352926179,5291.365696185212
59.88573188905384,30.17499352926179,5148.151040733954
59.886858640661146,30.17499352926179,5013.318995002668
59.86995335471932,30.17723931747209,6060.874482601728
59.87108064126365,30.17723931747209,6065.601971901907
59.87220788959261,30.17723931747209,6080.6130504438315
59.87333509970706,30.17723931747209,6105.831872637452
59.874462271607854,30.17723931747209,6141.132684171782
59.87558940529586,30.17723931747209,6186.342896436508
59.87671650077193,30.17723931747209,6241.247168633685
59.87784355803691,30.17723931747209,6125.19524156581
59.87897057709167,30.17723931747209,5939.101359191044
59.88009755793709,30.17723931747209,5757.849699513647
59.881224500574,30.17723931747209,5581.911981537676
59.88235140500327,30.17723931747209,5411.806498488128
59.88347827122576,30.17723931747209,5248.100397717522
59.88460509924233,30.17723931747209,5091.411002066842
59.88573188905384,30.17723931747209,4942.405709713819
59.886858640661146,30.17723931747209,4801.799913246723
59.86882602995875,30.17948510568239,5816.694841464165
59.86995335471932,30.17948510568239,5810.874862394075
59.87108064126365,30.17948510568239,5815.805572239404
59.87220788959261,30.17948510568239,5831.459700776336
59.87333509970706,30.17948510568239,5857.751277535261
59.874462271607854,30.17948510568239,5894.537964688454
59.87558940529586,30.17948510568239,5941.6248286845785
59.87671650077193,30.17948510568239,5998.769323163592
59.87784355803691,30.17948510568239,5963.801791517061
59.87897057709167,30.17948510568239,5772.507255599302
59.88009755793709,30.17948510568239,5585.852506412164
59.881224500574,30.17948510568239,5404.318313241322
59.88235140500327,30.17948510568239,5228.43806870465
59.88347827122576,30.17948510568239,5058.801522665668
59.88460509924233,30.17948510568239,4896.057705253172
59.88573188905384,30.17948510568239,4740.916500067621
59.886858640661146,30.17948510568239,4594.148176545669
59.86769866698108,30.181730893892688,5584.234796601849
59.86882602995875,30.181730893892688,5566.956623799617
59.86995335471932,30.181730893892688,5560.875276335009
59.87108064126365,30.181730893892688,5566.027454715032
59.87220788959261,30.181730893892688,5582.382055568128
59.87333509970706,30.181730893892688,5609.841103098784
59.874462271607854,30.181730893892688,5648.242646142613
59.87558940529586,30.181730893892688,5697.365424245811
59.87671650077193,30.181730893892688,5756.934997468634
59.87784355803691,30.181730893892688,5808.687189865174
59.87897057709167,30.181730893892688,5612.107899635239
59.88009755793709,30.181730893892688,5419.932036897947
59.881224500574,30.181730893892688,5232.644789400213
59.88235140500327,30.181730893892688,5050.790007462365
59.88347827122576,30.181730893892688,4874.975682701007
59.88460509924233,30.181730893892688,4705.878888621191
59.88573188905384,30.181730893892688,4544.249588415572
59.886858640661146,30.181730893892688,4390.912493919637
59.86769866698108,30.183976682102987,5335.329927579876
59.86882602995875,30.183976682102987,5317.243009663657
59.86995335471932,30.183976682102987,5310.875729246973
59.87108064126365,30.183976682102987,5316.270196217654
59.87220788959261,30.183976682102987,5333.3907213778775
59.87333509970706,30.183976682102987,5362.124986846835
59.874462271607854,30.183976682102987,5402.2876785908675
59.87558940529586,30.183976682102987,5453.626311908641
59.87671650077193,30.183976682102987,5515.828835055506
59.87784355803691,30.183976682102987,5588.532501946939
59.87897057709167,30.183976682102987,5458.449426196959
59.88009755793709,30.183976682102987,5260.6632990331545
59.881224500574,30.183976682102987,5067.493123156544
59.88235140500327,30.183976682102987,4879.4871411536005
59.88347827122576,30.183976682102987,4697.265477714434
59.88460509924233,30.183976682102987,4521.527526795816
59.88573188905384,30.183976682102987,4353.058623889272
59.886858640661146,30.183976682102987,4192.73509662383
59.82370169236548,30.186222470313286,1021.868796393726
59.82483054647953,30.186222470313286,804.4402628032447
59.86769866698108,30.186222470313286,5086.532473962993
59.86882602995875,30.186222470313286,5067.557636215657
59.86995335471932,30.186222470313286,5060.876226905293
59.87108064126365,30.186222470313286,5066.536881514107
59.87220788959261,30.186222470313286,5084.498378348668
59.87333509970706,30.186222470313286,5114.631125224748
59.874462271607854,30.186222470313286,5156.7217623995675
59.87558940529586,30.186222470313286,5210.48050783158
59.87671650077193,30.186222470313286,5275.550673643499
59.87784355803691,30.186222470313286,5351.519662476063
59.87897057709167,30.186222470313286,5312.116828492347
59.88009755793709,30.186222470313286,5108.668457337592
59.881224500574,30.186222470313286,4909.521526018654
59.88235140500327,30.186222470313286,4715.221078792066
59.88347827122576,30.186222470313286,4526.391281068119
59.88460509924233,30.186222470313286,4343.74564595741
59.88573188905384,30.186222470313286,4168.09722106124
59.886858640661146,30.186222470313286,4000.3678145469203
59.88798535406511,30.186222470313286,3841.5948327624787
59.82370169236548,30.188468258523578,939.9419002124984
59.82483054647953,30.188468258523578,697.4231679195016
59.82595936234302,30.188468258523578,462.93344502926584
59.82708813995678,30.188468258523578,259.2598578693883
59.86769866698108,30.188468258523578,4837.859007994206
59.86882602995875,30.188468258523578,4817.904894133779
59.86995335471932,30.188468258523578,4810.876776285769
59.87108064126365,30.188468258523578,4816.831234773883
59.87220788959261,30.188468258523578,4835.720311595866
59.87333509970706,30.188468258523578,4867.3934215007075
59.874462271607854,30.188468258523578,4911.60325223403
59.87558940529586,30.188468258523578,4968.015126289717
59.87671650077193,30.188468258523578,5036.219026485144
59.87784355803691,30.188468258523578,5115.743335080299
59.87897057709167,30.188468258523578,5173.731753845888
59.88009755793709,30.188468258523578,4964.615641537392
59.881224500574,30.188468258523578,4759.444996598048
59.88235140500327,30.188468258523578,4558.752557782302
59.88347827122576,30.188468258523578,4363.156322036966
59.88460509924233,30.188468258523578,4173.372892274979
59.88573188905384,30.188468258523578,3990.2317608655385
59.886858640661146,30.188468258523578,3814.689726945636
59.88798535406511,30.188468258523578,3647.844009865148
59.82370169236548,30.190714046733877,920.7419369763724
59.82483054647953,30.190714046733877,671.3225855598731
59.82595936234302,30.190714046733877,422.59000610353326
59.82708813995678,30.190714046733877,177.455945615737
59.82821687932168,30.190714046733877,96.94798610681148
59.829345580438584,30.190714046733877,335.12268109747157
59.86769866698108,30.190714046733877,4589.329684581538
59.86882602995875,30.190714046733877,4568.29013324119
59.86995335471932,30.190714046733877,4560.877385893678
59.87108064126365,30.190714046733877,4567.157794169574
59.87220788959261,30.190714046733877,4587.075114332816
59.87333509970706,30.190714046733877,4620.452996429999
59.874462271607854,30.190714046733877,4667.002644086084
59.87558940529586,30.190714046733877,4726.334887372459
59.87671650077193,30.190714046733877,4797.975537169981
59.87784355803691,30.190714046733877,4881.382697860218
59.87897057709167,30.190714046733877,4975.964713566269
59.88009755793709,30.190714046733877,4829.215622582967
59.881224500574,30.190714046733877,4618.0333191569625
59.88235140500327,30.190714046733877,4410.911464118084
59.88347827122576,30.190714046733877,4208.449613780925
59.88460509924233,30.190714046733877,4011.3534323439126
59.88573188905384,30.190714046733877,3820.4534503932596
59.886858640661146,30.190714046733877,3636.725556605315
59.88798535406511,30.190714046733877,3461.312031803939
59.82370169236548,30.192959834944176,968.0086018413897
59.82483054647953,30.192959834944176,734.8121886677665
59.82595936234302,30.192959834944176,517.5492749395986
59.82708813995678,30.192959834944176,347.51338300315194
59.82821687932168,30.192959834944176,314.1239416887648
59.829345580438584,30.192959834944176,448.97900854926127
59.830474243308345,30.192959834944176,655.3552086415951
59.83160286793183,30.192959834944176,816.3875796135113
59.86882602995875,30.192959834944176,4318.719939289814
59.86995335471932,30.192959834944176,4310.878066207271
59.87108064126365,30.192959834944176,4317.522146948928
59.87220788959261,30.192959834944176,4338.585630949563
59.87333509970706,30.192959834944176,4373.860201786239
59.874462271607854,30.192959834944176,4423.005861680164
59.87558940529586,30.192959834944176,4485.566702228897
59.87671650077193,30.192959834944176,4560.990728759724
59.87784355803691,30.192959834944176,4648.65187075992
59.87897057709167,30.192959834944176,4747.872365934792
59.88009755793709,30.192959834944176,4703.215771214527
59.881224500574,30.192959834944176,4486.105972672239
59.88235140500327,30.192959834944176,4272.593475336731
59.88347827122576,30.192959834944176,4063.2454039762947
59.88460509924233,30.192959834944176,3858.7396155194197
59.88573188905384,30.192959834944176,3659.8879255823435
59.886858640661146,30.192959834944176,3467.6631663510666
59.88798535406511,30.192959834944176,3283.2295141693003
59.88911202926659,30.192959834944176,3107.9743001120287
59.82370169236548,30.19520562315448,1072.993752065147
59.82483054647953,30.19520562315448,868.460644673455
59.82595936234302,30.19520562315448,694.357394086377
59.82708813995678,30.19520562315448,578.8268222000561
59.82821687932168,30.19520562315448,559.4182598682371
59.829345580438584,30.19520562315448,644.8698231812352
59.830474243308345,30.19520562315448,725.8201383906222
59.83160286793183,30.19520562315448,583.2156649485569
59.83273145430987,30.19520562315448,527.6989202086667
59.86882602995875,30.19520562315448,4069.202512356691
59.86995335471932,30.19520562315448,4060.8788302850826
59.87108064126365,30.19520562315448,4067.9312508872467
59.87220788959261,30.19520562315448,4090.2802409654787
59.87333509970706,30.19520562315448,4127.677341716543
59.874462271607854,30.19520562315448,4179.718653810049
59.87558940529586,30.19520562315448,4245.865731826105
59.87671650077193,30.19520562315448,4325.4714887955
59.87784355803691,30.19520562315448,4417.8084372311005
59.87897057709167,30.19520562315448,4522.096767624265
59.88009755793709,30.19520562315448,4587.390723690617
59.881224500574,30.19520562315448,4364.523096427283
59.88235140500327,30.19520562315448,4144.752111609532
59.88347827122576,30.19520562315448,3928.5974945438415
59.88460509924233,30.19520562315448,3716.6902590316326
59.88573188905384,30.19520562315448,3509.799807542461
59.886858640661146,30.19520562315448,3308.8673132160457
59.88798535406511,30.19520562315448,3115.0459232431945
59.88911202926659,30.19520562315448,2929.747311861301
59.89023866626645,30.19520562315448,2754.691909960712
59.89136526506555,30.19520562315448,2591.9559653372717
59.892491825664735,30.19520562315448,2444.001623095194
59.82370169236548,30.197451411364778,1129.2309458860925
59.82483054647953,30.197451411364778,954.1529440915383
59.82595936234302,30.197451411364778,818.9341562606245
59.82708813995678,30.197451411364778,745.5859869002715
59.82821687932168,30.197451411364778,752.4252623575331
59.829345580438584,30.197451411364778,722.9265051219488
59.830474243308345,30.197451411364778,570.4968930568879
59.83160286793183,30.197451411364778,372.54844454858153
59.83273145430987,30.197451411364778,277.70124609654334
59.83386000244335,30.197451411364778,287.22697586631745
59.83498851233312,30.197451411364778,433.43383851531695
59.86882602995875,30.197451411364778,3819.7481931562716
59.86995335471932,30.197451411364778,3810.879694612274
59.87108064126365,30.197451411364778,3818.393881528682
59.87220788959261,30.197451411364778,3842.194636166056
59.87333509970706,30.197451411364778,3881.982407207785
59.874462271607854,30.197451411364778,3937.272558200446
59.87558940529586,30.197451411364778,4007.423484640202
59.87671650077193,30.197451411364778,4091.6709023250337
59.87784355803691,30.197451411364778,4189.164422724524
59.87897057709167,30.197451411364778,4299.002948162332
59.88009755793709,30.197451411364778,4420.266296954966
59.881224500574,30.197451411364778,4254.1717079178725
59.88235140500327,30.197451411364778,4028.3849279696874
59.88347827122576,30.197451411364778,3805.6265365032627
59.88460509924233,30.197451411364778,3586.460865920928
59.88573188905384,30.197451411364778,3371.588609280018
59.886858640661146,30.197451411364778,3161.885190463316
59.88798535406511,30.197451411364778,2958.449959880294
59.88911202926659,30.197451411364778,2762.667980876491
59.89023866626645,30.197451411364778,2576.284646541345
59.89136526506555,30.197451411364778,2401.4892853080014
59.892491825664735,30.197451411364778,2240.9950903323306
59.89361834806489,30.197451411364778,2098.0865573989277
59.82370169236548,30.199697199575077,984.1493759257675
59.82483054647953,30.199697199575077,777.0426665935587
59.82595936234302,30.199697199575077,603.3577854628041
59.82708813995678,30.199697199575077,499.28541822321426
59.82821687932168,30.199697199575077,509.44208740747047
59.829345580438584,30.199697199575077,495.77026996728097
59.830474243308345,30.199697199575077,428.6701728886661
59.83160286793183,30.199697199575077,249.88832551711513
59.83273145430987,30.199697199575077,27.745518156146655
59.83386000244335,30.199697199575077,89.06334381900226
59.83498851233312,30.199697199575077,336.59743896386607
59.836116983980034,30.199697199575077,586.2281063049138
59.86995335471932,30.199697199575077,3560.8806803035027
59.87108064126365,30.199697199575077,3568.921266579899
59.87220788959261,30.199697199575077,3594.374325906222
59.87333509970706,30.199697199575077,3636.8742874096356
59.874462271607854,30.199697199575077,3695.8331090714687
59.87558940529586,30.199697199575077,3770.4787703680836
59.87671650077193,30.199697199575077,3859.9012870129145
59.87784355803691,30.199697199575077,3963.100520195203
59.87897057709167,30.199697199575077,4079.030953652966
59.88009755793709,30.199697199575077,4206.64014488363
59.881224500574,30.199697199575077,4155.946580702227
59.88235140500327,30.199697199575077,3924.512732696253
59.88347827122576,30.199697199575077,3695.498396230133
59.88460509924233,30.199697199575077,3469.3827410627323
59.88573188905384,30.199697199575077,3246.771444285605
59.886858640661146,30.199697199575077,3028.4373889636395
59.88798535406511,30.199697199575077,2815.3758588006294
59.88911202926659,30.199697199575077,2608.878961117563
59.89023866626645,30.199697199575077,2410.63428192796
59.89136526506555,30.199697199575077,2222.8508381469965
59.892491825664735,30.199697199575077,2048.4076879604017
59.89361834806489,30.199697199575077,1891.0003340929773
59.89474483226686,30.199697199575077,1755.2180693532714
59.82370169236548,30.201942987785376,887.0949549644366
59.82483054647953,30.201942987785376,649.7559316351845
59.82595936234302,30.201942987785376,427.1160056317925
59.82708813995678,30.201942987785376,260.1411037083686
59.82821687932168,30.201942987785376,279.1392222715378
59.829345580438584,30.201942987785376,306.51849758053123
59.830474243308345,30.201942987785376,178.6716147013688
59.83160286793183,30.201942987785376,308.0478898498782
59.83273145430987,30.201942987785376,222.30979616727018
59.83386000244335,30.201942987785376,241.58895413311743
59.83498851233312,30.201942987785376,345.9275258438007
59.836116983980034,30.201942987785376,513.7782057580264
59.83724541738497,30.201942987785376,348.52686350427683
59.83837381254876,30.201942987785376,239.58152524049046
59.86882602995875,30.201942987785376,3321.085756830407
59.86995335471932,30.201942987785376,3310.8818148507403
59.87108064126365,30.201942987785376,3319.5280055448948
59.87220788959261,30.201942987785376,3346.8782420763987
59.87333509970706,30.201942987785376,3392.4801775355945
59.874462271607854,30.201942987785376,3455.611312439447
59.87558940529586,30.201942987785376,3535.3327043359036
59.87671650077193,30.201942987785376,3630.551627237182
59.87784355803691,30.201942987785376,3740.0846121073364
59.87897057709167,30.201942987785376,3862.7141614944308
59.88009755793709,30.201942987785376,3997.2351045562928
59.881224500574,30.201942987785376,4070.725616257156
59.88235140500327,30.201942987785376,3834.151177287703
59.88347827122576,30.201942987785376,3599.392095582413
59.88460509924233,30.201942987785376,3366.8281312216736
59.88573188905384,30.201942987785376,3136.9475406245
59.886858640661146,30.201942987785376,2910.386242421197
59.88798535406511,30.201942987785376,2687.9836843848307
59.88911202926659,30.201942987785376,2470.863107289338
59.89023866626645,30.201942987785376,2260.5469918601552
59.89136526506555,30.201942987785376,2059.121392694581
59.892491825664735,30.201942987785376,1869.462253509534
59.89361834806489,30.201942987785376,1695.5227290547948
59.89474483226686,30.201942987785376,1542.6294215351572
59.8958712782715,30.201942987785376,1417.608457801507
59.82370169236548,30.204188775995675,810.4704366975392
59.82483054647953,30.204188775995675,584.2840198049853
