address,address_name,id,name,point,rubrics,type,address_comment,full_name,purpose_name,_collected_at,lat,lon,cluster
"{'building_id': '5348660212687162', 'building_name': None, 'components': array([{'number': '13', 'street': 'Кронштадтская улица', 'street_id': '5348763291877811', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198096'}","Кронштадтская улица, 13",70000001095008180,"Поликлиническое отделение №20, отделение платных услуг","{'lat': 59.868244, 'lon': 30.256579}","[{'alias': 'vzroslye_polikliniki', 'id': '224', 'kind': 'primary', 'name': 'Взрослые поликлиники', 'parent_id': '5', 'short_id': 224}
 {'alias': 'psikhoterapevt', 'id': '49847', 'kind': 'additional', 'name': 'Психотерапевт', 'parent_id': '5', 'short_id': 49847}
 {'alias': 'infekcionist', 'id': '110339', 'kind': 'additional', 'name': 'Инфекционист', 'parent_id': '5', 'short_id': 110339}
 {'alias': 'kardiolog', 'id': '13635', 'kind': 'additional', 'name': 'Кардиолог', 'parent_id': '5', 'short_id': 13635}
 {'alias': 'nevrolog', 'id': '4529', 'kind': 'additional', 'name': 'Невролог', 'parent_id': '5', 'short_id': 4529}
 {'alias': 'lor_otolaringolog', 'id': '4537', 'kind': 'additional', 'name': 'ЛОР (отоларинголог)', 'parent_id': '5', 'short_id': 4537}
 {'alias': 'terapevt', 'id': '110340', 'kind': 'additional', 'name': 'Терапевт', 'parent_id': '5', 'short_id': 110340}
 {'alias': 'oftalmolog', 'id': '218', 'kind': 'additional', 'name': 'Офтальмолог', 'parent_id': '5', 'short_id': 218}
 {'alias': 'urolog', 'id': '4519', 'kind': 'additional', 'name': 'Уролог', 'parent_id': '5', 'short_id': 4519}
 {'alias': 'fizioterapevt', 'id': '53460', 'kind': 'additional', 'name': 'Физиотерапевт', 'parent_id': '5', 'short_id': 53460}
 {'alias': 'khirurg', 'id': '99224', 'kind': 'additional', 'name': 'Хирург', 'parent_id': '5', 'short_id': 99224}
 {'alias': 'ehndokrinolog', 'id': '4534', 'kind': 'additional', 'name': 'Эндокринолог', 'parent_id': '5', 'short_id': 4534}
 {'alias': 'medicinskaya_diagnostika', 'id': '661', 'kind': 'additional', 'name': 'Медицинская диагностика', 'parent_id': '5', 'short_id': 661}
 {'alias': 'massazhist', 'id': '13726', 'kind': 'additional', 'name': 'Массажист', 'parent_id': '5', 'short_id': 13726}
 {'alias': 'zanyatiya_lfk', 'id': '110354', 'kind': 'additional', 'name': 'Занятия ЛФК', 'parent_id': '5', 'short_id': 110354}
 {'alias': 'logoped', 'id': '10446', 'kind': 'additional', 'name': 'Логопед', 'parent_id': '5', 'short_id': 10446}]",branch,14 кабинет; 1 этаж,,,2025-11-25 15:28:39.530568,59.868244,30.256579,2
"{'building_id': '5348660212735386', 'building_name': None, 'components': array([{'number': '6 к1', 'street': 'улица Генерала Симоняка', 'street_id': '5348763291879980', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198261'}","улица Генерала Симоняка, 6",5348552838579570,Поликлиника №88,"{'lat': 59.830199, 'lon': 30.205386}","[{'alias': 'vzroslye_polikliniki', 'id': '224', 'kind': 'primary', 'name': 'Взрослые поликлиники', 'parent_id': '5', 'short_id': 224}]",branch,,"Санкт-Петербург, улица Генерала Симоняка, 6 к1",Медицинское учреждение,2025-11-25 15:28:39.530568,59.830199,30.205386,4
"{'building_id': '5348660212669178', 'building_name': None, 'components': array([{'number': '5', 'street': 'улица Танкиста Хрустицкого', 'street_id': '5348763291878317', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198217'}","улица Танкиста Хрустицкого, 5",5348552838668653,Поликлиническое отделение №45,"{'lat': 59.83977, 'lon': 30.247636}","[{'alias': 'vzroslye_polikliniki', 'id': '224', 'kind': 'primary', 'name': 'Взрослые поликлиники', 'parent_id': '5', 'short_id': 224}]",branch,,"Санкт-Петербург, улица Танкиста Хрустицкого, 5",Медицинское учреждение,2025-11-25 15:28:39.530568,59.83977,30.247636,2
"{'building_id': '70030076686939986', 'building_name': None, 'components': array([{'number': '101 ст5', 'street': 'Ленинский проспект', 'street_id': '5348763291878132', 'type': 'street_number'}],
      dtype=object), 'landmark_name': 'СПбМТУ', 'postcode': '198262'}","Ленинский проспект, 101 ст5",70000001079920627,Медико-профилактический центр,"{'lat': 59.849223, 'lon': 30.224695}","[{'alias': 'vzroslye_polikliniki', 'id': '224', 'kind': 'primary', 'name': 'Взрослые поликлиники', 'parent_id': '5', 'short_id': 224}]",branch,,"Санкт-Петербург, Ленинский проспект, 101 ст5",Медицинское учреждение,2025-11-25 15:28:39.530568,59.849223,30.224695,2
"{'building_id': '5348660212669178', 'building_name': None, 'components': array([{'number': '5', 'street': 'улица Танкиста Хрустицкого', 'street_id': '5348763291878317', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198217'}","улица Танкиста Хрустицкого, 5",70000001095148368,"Поликлиническое отделение №45, отделение платных услуг","{'lat': 59.839813, 'lon': 30.247716}","[{'alias': 'vzroslye_polikliniki', 'id': '224', 'kind': 'primary', 'name': 'Взрослые поликлиники', 'parent_id': '5', 'short_id': 224}
 {'alias': 'terapevt', 'id': '110340', 'kind': 'additional', 'name': 'Терапевт', 'parent_id': '5', 'short_id': 110340}
 {'alias': 'infekcionist', 'id': '110339', 'kind': 'additional', 'name': 'Инфекционист', 'parent_id': '5', 'short_id': 110339}
 {'alias': 'ehndokrinolog', 'id': '4534', 'kind': 'additional', 'name': 'Эндокринолог', 'parent_id': '5', 'short_id': 4534}
 {'alias': 'nevrolog', 'id': '4529', 'kind': 'additional', 'name': 'Невролог', 'parent_id': '5', 'short_id': 4529}
 {'alias': 'khirurg', 'id': '99224', 'kind': 'additional', 'name': 'Хирург', 'parent_id': '5', 'short_id': 99224}
 {'alias': 'travmatolog_ortoped', 'id': '16870', 'kind': 'additional', 'name': 'Травматолог-ортопед', 'parent_id': '5', 'short_id': 16870}
 {'alias': 'urolog', 'id': '4519', 'kind': 'additional', 'name': 'Уролог', 'parent_id': '5', 'short_id': 4519}
 {'alias': 'kardiolog', 'id': '13635', 'kind': 'additional', 'name': 'Кардиолог', 'parent_id': '5', 'short_id': 13635}
 {'alias': 'lor_otolaringolog', 'id': '4537', 'kind': 'additional', 'name': 'ЛОР (отоларинголог)', 'parent_id': '5', 'short_id': 4537}
 {'alias': 'oftalmolog', 'id': '218', 'kind': 'additional', 'name': 'Офтальмолог', 'parent_id': '5', 'short_id': 218}
 {'alias': 'gastroehnterolog', 'id': '16864', 'kind': 'additional', 'name': 'Гастроэнтеролог', 'parent_id': '5', 'short_id': 16864}
 {'alias': 'medicinskaya_diagnostika', 'id': '661', 'kind': 'additional', 'name': 'Медицинская диагностика', 'parent_id': '5', 'short_id': 661}
 {'alias': 'massazhist', 'id': '13726', 'kind': 'additional', 'name': 'Массажист', 'parent_id': '5', 'short_id': 13726}]",branch,,,,2025-11-25 15:28:39.530568,59.839813,30.247716,2
"{'building_id': '5348660212731314', 'building_name': None, 'components': array([{'number': '89 к4', 'street': 'проспект Ветеранов', 'street_id': '5348763291878152', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198260'}","проспект Ветеранов, 89 к4",5348552838668654,Детское поликлиническое отделение №57,"{'lat': 59.837747, 'lon': 30.213981}","[{'alias': 'detskie_polikliniki', 'id': '225', 'kind': 'primary', 'name': 'Детские поликлиники', 'parent_id': '5', 'short_id': 225}]",branch,1 этаж,"Санкт-Петербург, проспект Ветеранов, 89 к4",Медицинское учреждение,2025-11-25 15:28:39.530568,59.837747,30.213981,4
"{'building_id': '5348660212669099', 'building_name': None, 'components': array([{'number': '3', 'street': 'улица Танкиста Хрустицкого', 'street_id': '5348763291878317', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198255'}","улица Танкиста Хрустицкого, 3",5348552838622862,Детское поликлиническое отделение №25,"{'lat': 59.841185, 'lon': 30.245189}","[{'alias': 'detskie_polikliniki', 'id': '225', 'kind': 'primary', 'name': 'Детские поликлиники', 'parent_id': '5', 'short_id': 225}]",branch,,"Санкт-Петербург, улица Танкиста Хрустицкого, 3",Медицинское учреждение,2025-11-25 15:28:39.530568,59.841185,30.245189,2
"{'building_id': '5348660212729479', 'building_name': None, 'components': array([{'number': '35', 'street': 'улица Лёни Голикова', 'street_id': '5348763291878327', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198255'}","улица Лёни Голикова, 35",70000001017845903,Отделение общей врачебной практики,"{'lat': 59.843108, 'lon': 30.233393}","[{'alias': 'otdeleniya_obshhejj_vrachebnojj_praktiki', 'id': '56893', 'kind': 'primary', 'name': 'Отделения общей врачебной практики', 'parent_id': '5', 'short_id': 56893}]",branch,,,,2025-11-25 15:28:39.530568,59.843108,30.233393,2
"{'building_id': '5348660212731314', 'building_name': None, 'components': array([{'number': '89 к4', 'street': 'проспект Ветеранов', 'street_id': '5348763291878152', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198260'}","проспект Ветеранов, 89 к4",70000001095148503,"Детское поликлиническое отделение №57, отделение платных услуг","{'lat': 59.837619, 'lon': 30.214083}","[{'alias': 'detskie_polikliniki', 'id': '225', 'kind': 'primary', 'name': 'Детские поликлиники', 'parent_id': '5', 'short_id': 225}
 {'alias': 'detskie_vrachi', 'id': '16863', 'kind': 'additional', 'name': 'Детские врачи', 'parent_id': '5', 'short_id': 16863}
 {'alias': 'medicinskie_analizy', 'id': '12211', 'kind': 'additional', 'name': 'Медицинские анализы', 'parent_id': '5', 'short_id': 12211}
 {'alias': 'medicinskaya_diagnostika', 'id': '661', 'kind': 'additional', 'name': 'Медицинская диагностика', 'parent_id': '5', 'short_id': 661}]",branch,,,,2025-11-25 15:28:39.530568,59.837619,30.214083,4
"{'building_id': '5348660212669099', 'building_name': None, 'components': array([{'number': '3', 'street': 'улица Танкиста Хрустицкого', 'street_id': '5348763291878317', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198255'}","улица Танкиста Хрустицкого, 3",70000001095148590,"Детское поликлиническое отделение №25, отделение платных услуг","{'lat': 59.841225, 'lon': 30.245284}","[{'alias': 'detskie_polikliniki', 'id': '225', 'kind': 'primary', 'name': 'Детские поликлиники', 'parent_id': '5', 'short_id': 225}
 {'alias': 'medicinskie_analizy', 'id': '12211', 'kind': 'additional', 'name': 'Медицинские анализы', 'parent_id': '5', 'short_id': 12211}
 {'alias': 'medicinskaya_diagnostika', 'id': '661', 'kind': 'additional', 'name': 'Медицинская диагностика', 'parent_id': '5', 'short_id': 661}]",branch,105 кабинет; 1 этаж,,,2025-11-25 15:28:39.530568,59.841225,30.245284,2
"{'building_id': '5348660212669180', 'building_name': None, 'components': array([{'number': '5 лит В', 'street': 'улица Танкиста Хрустицкого', 'street_id': '5348763291878317', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198217'}","улица Танкиста Хрустицкого, 5 лит В",70000001051057130,Поликлиническое отделение №45,"{'lat': 59.839534, 'lon': 30.247135}","[{'alias': 'sudebnaya_i_vnesudebnaya_ehkspertiza', 'id': '154', 'kind': 'primary', 'name': 'Судебная и внесудебная экспертиза', 'parent_id': '1', 'short_id': 154}]",branch,,"Санкт-Петербург, улица Танкиста Хрустицкого, 5 лит В",Государственное учреждение,2025-11-25 15:28:39.530568,59.839534,30.247135,2
"{'building_id': '5348660212669649', 'building_name': None, 'components': array([{'number': '123 к2', 'street': 'Ленинский проспект', 'street_id': '5348763291878132', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198207'}","Ленинский проспект, 123 к2",5348552838561122,Городская поликлиника №43,"{'lat': 59.851009, 'lon': 30.262065}","[{'alias': 'vzroslye_polikliniki', 'id': '224', 'kind': 'primary', 'name': 'Взрослые поликлиники', 'parent_id': '5', 'short_id': 224}]",branch,,"Санкт-Петербург, Ленинский проспект, 123 к2",Медицинское учреждение,2025-11-25 15:28:39.530568,59.851009,30.262065,2
"{'building_id': '5348660212669215', 'building_name': None, 'components': array([{'number': '33 к1', 'street': 'Дачный проспект', 'street_id': '5348763291878163', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198217'}","Дачный проспект, 33 к1",70000001095248402,"Поликлиника №88, отделение дневного стационара","{'lat': 59.836902, 'lon': 30.263296}","[{'alias': 'vzroslye_polikliniki', 'id': '224', 'kind': 'primary', 'name': 'Взрослые поликлиники', 'parent_id': '5', 'short_id': 224}]",branch,1 этаж; вход со двора,,,2025-11-25 15:28:39.530568,59.836902,30.263296,2
"{'building_id': '5348660212669649', 'building_name': None, 'components': array([{'number': '123 к2', 'street': 'Ленинский проспект', 'street_id': '5348763291878132', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198207'}","Ленинский проспект, 123 к2",70000001095119339,"Городская поликлиника №43, отделение платных услуг","{'lat': 59.851054, 'lon': 30.262076}","[{'alias': 'vzroslye_polikliniki', 'id': '224', 'kind': 'primary', 'name': 'Взрослые поликлиники', 'parent_id': '5', 'short_id': 224}
 {'alias': 'terapevt', 'id': '110340', 'kind': 'additional', 'name': 'Терапевт', 'parent_id': '5', 'short_id': 110340}
 {'alias': 'lor_otolaringolog', 'id': '4537', 'kind': 'additional', 'name': 'ЛОР (отоларинголог)', 'parent_id': '5', 'short_id': 4537}
 {'alias': 'urolog', 'id': '4519', 'kind': 'additional', 'name': 'Уролог', 'parent_id': '5', 'short_id': 4519}
 {'alias': 'nevrolog', 'id': '4529', 'kind': 'additional', 'name': 'Невролог', 'parent_id': '5', 'short_id': 4529}
 {'alias': 'gastroehnterolog', 'id': '16864', 'kind': 'additional', 'name': 'Гастроэнтеролог', 'parent_id': '5', 'short_id': 16864}
 {'alias': 'khirurg', 'id': '99224', 'kind': 'additional', 'name': 'Хирург', 'parent_id': '5', 'short_id': 99224}
 {'alias': 'oftalmolog', 'id': '218', 'kind': 'additional', 'name': 'Офтальмолог', 'parent_id': '5', 'short_id': 218}
 {'alias': 'ehndokrinolog', 'id': '4534', 'kind': 'additional', 'name': 'Эндокринолог', 'parent_id': '5', 'short_id': 4534}
 {'alias': 'kardiolog', 'id': '13635', 'kind': 'additional', 'name': 'Кардиолог', 'parent_id': '5', 'short_id': 13635}
 {'alias': 'infekcionist', 'id': '110339', 'kind': 'additional', 'name': 'Инфекционист', 'parent_id': '5', 'short_id': 110339}
 {'alias': 'fizioterapevt', 'id': '53460', 'kind': 'additional', 'name': 'Физиотерапевт', 'parent_id': '5', 'short_id': 53460}
 {'alias': 'zanyatiya_lfk', 'id': '110354', 'kind': 'additional', 'name': 'Занятия ЛФК', 'parent_id': '5', 'short_id': 110354}
 {'alias': 'medicinskaya_diagnostika', 'id': '661', 'kind': 'additional', 'name': 'Медицинская диагностика', 'parent_id': '5', 'short_id': 661}
 {'alias': 'massazhist', 'id': '13726', 'kind': 'additional', 'name': 'Массажист', 'parent_id': '5', 'short_id': 13726}
 {'alias': 'procedurnyjj_kabinet', 'id': '111507', 'kind': 'additional', 'name': 'Процедурный кабинет', 'parent_id': '5', 'short_id': 111507}
 {'alias': 'medicinskie_komissii', 'id': '20857', 'kind': 'additional', 'name': 'Медицинские комиссии', 'parent_id': '5', 'short_id': 20857}]",branch,,,,2025-11-25 15:28:39.530568,59.851054,30.262076,2
"{'building_id': '5348660212721833', 'building_name': None, 'components': array([{'number': '133 к2', 'street': 'Ленинский проспект', 'street_id': '5348763291878132', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198216'}","Ленинский проспект, 133 к2",5348552838557542,Детское поликлиническое отделение №38,"{'lat': 59.850961, 'lon': 30.274712}","[{'alias': 'detskie_polikliniki', 'id': '225', 'kind': 'primary', 'name': 'Детские поликлиники', 'parent_id': '5', 'short_id': 225}]",branch,1-3 этаж,"Санкт-Петербург, Ленинский проспект, 133 к2",Медицинское учреждение,2025-11-25 15:28:39.530568,59.850961,30.274712,2
"{'building_id': '5348660212721833', 'building_name': None, 'components': array([{'number': '133 к2', 'street': 'Ленинский проспект', 'street_id': '5348763291878132', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198216'}","Ленинский проспект, 133 к2",70000001095118549,"Детское поликлиническое отделение №38, отделение платных услуг","{'lat': 59.851011, 'lon': 30.274415}","[{'alias': 'detskie_polikliniki', 'id': '225', 'kind': 'primary', 'name': 'Детские поликлиники', 'parent_id': '5', 'short_id': 225}
 {'alias': 'detskie_vrachi', 'id': '16863', 'kind': 'additional', 'name': 'Детские врачи', 'parent_id': '5', 'short_id': 16863}
 {'alias': 'medicinskaya_diagnostika', 'id': '661', 'kind': 'additional', 'name': 'Медицинская диагностика', 'parent_id': '5', 'short_id': 661}
 {'alias': 'medicinskie_analizy', 'id': '12211', 'kind': 'additional', 'name': 'Медицинские анализы', 'parent_id': '5', 'short_id': 12211}
 {'alias': 'medicinskie_komissii', 'id': '20857', 'kind': 'additional', 'name': 'Медицинские комиссии', 'parent_id': '5', 'short_id': 20857}
 {'alias': 'procedurnyjj_kabinet', 'id': '111507', 'kind': 'additional', 'name': 'Процедурный кабинет', 'parent_id': '5', 'short_id': 111507}
 {'alias': 'psikholog', 'id': '221', 'kind': 'additional', 'name': 'Психолог', 'parent_id': '5', 'short_id': 221}]",branch,,,,2025-11-25 15:28:39.530568,59.851011,30.274415,2
"{'building_id': '5348660212714096', 'building_name': None, 'components': array([{'number': '10 к4', 'street': 'Двинская улица', 'street_id': '5348763291878123', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198035'}","Двинская улица, 10 к4",5348552838656894,Детский сад №69,"{'lat': 59.907938, 'lon': 30.248703}","[{'alias': 'detskie_sady', 'id': '237', 'kind': 'primary', 'name': 'Детские сады', 'parent_id': '6', 'short_id': 237}]",branch,1-2 этаж,"Санкт-Петербург, Двинская улица, 10 к4","Детский сад, ясли",2025-11-25 15:28:58.445498,59.907938,30.248703,3
"{'building_id': '5348660212700759', 'building_name': None, 'components': array([{'number': '20 лит А', 'street': 'Канонерский остров', 'street_id': None, 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198184'}","Канонерский остров, 20 лит А",70000001039602188,Детский сад №74,"{'lat': 59.902457, 'lon': 30.219288}","[{'alias': 'detskie_sady', 'id': '237', 'kind': 'primary', 'name': 'Детские сады', 'parent_id': '6', 'short_id': 237}]",branch,,"Санкт-Петербург, Канонерский остров, 20 лит А","Детский сад, ясли",2025-11-25 15:28:58.445498,59.902457,30.219288,0
"{'building_id': '5348660246846764', 'building_name': None, 'components': array([{'number': '21 ст1', 'street': 'Канонерский остров', 'street_id': None, 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198184'}","Канонерский остров, 21 ст1",70000001039579498,Детский сад №74,"{'lat': 59.902798, 'lon': 30.218449}","[{'alias': 'detskie_sady', 'id': '237', 'kind': 'primary', 'name': 'Детские сады', 'parent_id': '6', 'short_id': 237}]",branch,,"Санкт-Петербург, Канонерский остров, 21 ст1","Детский сад, ясли",2025-11-25 15:28:58.445498,59.902798,30.218449,0
"{'building_id': '5348660212685403', 'building_name': None, 'components': array([{'number': '24', 'street': 'Промышленная улица', 'street_id': '5348763291877557', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198095'}","Промышленная улица, 24",5348552838657096,Детский сад №16,"{'lat': 59.897248, 'lon': 30.264998}","[{'alias': 'detskie_sady', 'id': '237', 'kind': 'primary', 'name': 'Детские сады', 'parent_id': '6', 'short_id': 237}]",branch,,"Санкт-Петербург, Промышленная улица, 24","Детский сад, ясли",2025-11-25 15:28:58.445498,59.897248,30.264998,2
"{'building_id': '5348660212686132', 'building_name': None, 'components': array([{'number': '6/30', 'street': 'улица Трефолева', 'street_id': '5348763291877643', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198097'}","улица Трефолева, 6/30",70000001019688334,"Светлый город, нейро-логопедический детский центр и сад","{'lat': 59.889075, 'lon': 30.276136}","[{'alias': 'chastnye_detskie_sady', 'id': '110405', 'kind': 'primary', 'name': 'Частные детские сады', 'parent_id': '6', 'short_id': 110405}
 {'alias': 'logoped', 'id': '10446', 'kind': 'additional', 'name': 'Логопед', 'parent_id': '5', 'short_id': 10446}
 {'alias': 'nejjropsikholog', 'id': '112662', 'kind': 'additional', 'name': 'Нейропсихолог', 'parent_id': '5', 'short_id': 112662}
 {'alias': 'defektolog', 'id': '112653', 'kind': 'additional', 'name': 'Дефектолог', 'parent_id': '5', 'short_id': 112653}
 {'alias': 'centry_adaptivnogo_sporta', 'id': '112588', 'kind': 'additional', 'name': 'Центры адаптивного спорта', 'parent_id': '8', 'short_id': 112588}
 {'alias': 'centry_rannego_razvitiya_detejj', 'id': '5683', 'kind': 'additional', 'name': 'Центры раннего развития детей', 'parent_id': '6', 'short_id': 5683}]",branch,,,,2025-11-25 15:28:58.445498,59.889075,30.276136,2
"{'building_id': '5348660212685023', 'building_name': None, 'components': array([{'number': '4', 'street': 'Балтийская улица', 'street_id': '5348763291877410', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198095'}","Балтийская улица, 4",5348552838604218,"Детский сад №36, детский сад комбинированного вида","{'lat': 59.898109, 'lon': 30.278893}","[{'alias': 'detskie_sady', 'id': '237', 'kind': 'primary', 'name': 'Детские сады', 'parent_id': '6', 'short_id': 237}]",branch,,"Санкт-Петербург, Балтийская улица, 4","Детский сад, ясли",2025-11-25 15:28:58.445498,59.898109,30.278893,2
"{'building_id': '5348660212685876', 'building_name': None, 'components': array([{'number': '35', 'street': 'Севастопольская улица', 'street_id': '5348763291877573', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198097'}","Севастопольская улица, 35",70000001024948370,Детский сад №11,"{'lat': 59.890428, 'lon': 30.26536}","[{'alias': 'detskie_sady', 'id': '237', 'kind': 'primary', 'name': 'Детские сады', 'parent_id': '6', 'short_id': 237}]",branch,1-2 этаж,"Санкт-Петербург, Севастопольская улица, 35","Детский сад, ясли",2025-11-25 15:28:58.445498,59.890428,30.26536,2
"{'building_id': '5348660212685019', 'building_name': None, 'components': array([{'number': '7', 'street': 'Тракторная улица', 'street_id': '5348763291877406', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198095'}","Тракторная улица, 7",70000001017955921,Мечтайка,"{'lat': 59.898866, 'lon': 30.281106}","[{'alias': 'chastnye_detskie_sady', 'id': '110405', 'kind': 'primary', 'name': 'Частные детские сады', 'parent_id': '6', 'short_id': 110405}
 {'alias': 'centry_rannego_razvitiya_detejj', 'id': '5683', 'kind': 'additional', 'name': 'Центры раннего развития детей', 'parent_id': '6', 'short_id': 5683}
 {'alias': 'logoped', 'id': '10446', 'kind': 'additional', 'name': 'Логопед', 'parent_id': '5', 'short_id': 10446}
 {'alias': 'psikholog', 'id': '221', 'kind': 'additional', 'name': 'Психолог', 'parent_id': '5', 'short_id': 221}]",branch,,,,2025-11-25 15:28:58.445498,59.898866,30.281106,2
"{'building_id': '5348660212712739', 'building_name': None, 'components': array([{'number': '20 лит А', 'street': 'Промышленная улица', 'street_id': '5348763291877557', 'type': 'street_number'},
       {'number': '1 лит А', 'street': 'Турбинная улица', 'street_id': '5348763291877568', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198095'}","Промышленная улица, 20 лит А",5348552838657095,Детский сад №16,"{'lat': 59.897424, 'lon': 30.266607}","[{'alias': 'detskie_sady', 'id': '237', 'kind': 'primary', 'name': 'Детские сады', 'parent_id': '6', 'short_id': 237}]",branch,,"Санкт-Петербург, Промышленная улица, 20 лит А / Турбинная улица, 1 лит А","Детский сад, ясли",2025-11-25 15:28:58.445498,59.897424,30.266607,2
"{'building_id': '5348660212685882', 'building_name': None, 'components': array([{'number': '38', 'street': 'улица Трефолева', 'street_id': '5348763291877643', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198097'}","улица Трефолева, 38",5348552838656925,"Детский сад №75, детский сад комбинированного вида","{'lat': 59.89161, 'lon': 30.263807}","[{'alias': 'detskie_sady', 'id': '237', 'kind': 'primary', 'name': 'Детские сады', 'parent_id': '6', 'short_id': 237}]",branch,1-2 этаж,"Санкт-Петербург, улица Трефолева, 38","Детский сад, ясли",2025-11-25 15:28:58.445498,59.89161,30.263807,2
"{'building_id': '5348660225832843', 'building_name': 'ЖК Золотое время', 'components': array([{'number': '9', 'street': 'Севастопольская улица', 'street_id': '5348763291877573', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198095'}","Севастопольская улица, 9",70000001037804554,Детский сад №11,"{'lat': 59.89519, 'lon': 30.26437}","[{'alias': 'detskie_sady', 'id': '237', 'kind': 'primary', 'name': 'Детские сады', 'parent_id': '6', 'short_id': 237}]",branch,1-3 этаж,,,2025-11-25 15:28:58.445498,59.89519,30.26437,2
"{'building_id': '5348660212686183', 'building_name': None, 'components': array([{'number': '3', 'street': 'Огородный переулок', 'street_id': '5348763291889237', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198097'}","Огородный переулок, 3",5348552838605298,Детский сад №49,"{'lat': 59.886322, 'lon': 30.269399}","[{'alias': 'detskie_sady', 'id': '237', 'kind': 'primary', 'name': 'Детские сады', 'parent_id': '6', 'short_id': 237}]",branch,,,,2025-11-25 15:28:58.445498,59.886322,30.269399,2
"{'building_id': '5348660212708123', 'building_name': None, 'components': array([{'number': '24 к2', 'street': 'улица Маршала Говорова', 'street_id': '5348763291877435', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198097'}","улица Маршала Говорова, 24 к2",5348552838602278,"Детский сад №1, детский сад с приоритетным осуществлением деятельности по художественно-эстетическому развитию детей","{'lat': 59.887427, 'lon': 30.274001}","[{'alias': 'detskie_sady', 'id': '237', 'kind': 'primary', 'name': 'Детские сады', 'parent_id': '6', 'short_id': 237}]",branch,,"Санкт-Петербург, улица Маршала Говорова, 24 к2","Детский сад, ясли",2025-11-25 15:28:58.445498,59.887427,30.274001,2
"{'building_id': '5348660212707938', 'building_name': None, 'components': array([{'number': '11', 'street': 'Севастопольская улица', 'street_id': '5348763291877573', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198095'}","Севастопольская улица, 11",5348552838602333,Детский сад №11,"{'lat': 59.894856, 'lon': 30.265089}","[{'alias': 'detskie_sady', 'id': '237', 'kind': 'primary', 'name': 'Детские сады', 'parent_id': '6', 'short_id': 237}]",branch,,"Санкт-Петербург, Севастопольская улица, 11","Детский сад, ясли",2025-11-25 15:28:58.445498,59.894856,30.265089,2
"{'building_id': '5348660212707736', 'building_name': None, 'components': array([{'number': '10а', 'street': 'улица Трефолева', 'street_id': '5348763291877643', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198097'}","улица Трефолева, 10а",5348552838656926,"Детский сад №75, детский сад комбинированного вида","{'lat': 59.88913, 'lon': 30.274384}","[{'alias': 'detskie_sady', 'id': '237', 'kind': 'primary', 'name': 'Детские сады', 'parent_id': '6', 'short_id': 237}]",branch,,"Санкт-Петербург, улица Трефолева, 10а","Детский сад, ясли",2025-11-25 15:28:58.445498,59.88913,30.274384,2
